"book_id","title","author","genre","published_year","price","stock"
45,"Centralized cohesive website","Luis Rogers","Mystery",1984,"25.49",59
47,"Reverse-engineered directional conglomeration","John Christian","Fiction",2006,"20.37",90
48,"Multi-channeled 5thgeneration Internet solution","Jennifer Powell","Biography",1963,"24.70",94
49,"Robust attitude-oriented attitude","Zachary Hayes","Biography",1955,"49.50",15
50,"Face-to-face responsive secured line","Lindsey Rodriguez","Fantasy",1970,"37.00",63
51,"Visionary optimizing project","Douglas Bush","Biography",2022,"46.30",95
52,"Triple-buffered neutral adapter","Kristi Phillips","Science Fiction",2003,"16.53",85
53,"Triple-buffered multi-tasking help-desk","Brian Johnson","Biography",1969,"29.28",60
54,"Progressive bi-directional methodology","Adrian Taylor","Fantasy",2015,"44.78",27
56,"Integrated intermediate Internet solution","Stacy Cabrera","Mystery",1976,"7.87",67
57,"Team-oriented 3rdgeneration encryption","Sabrina Hernandez DVM","Romance",1962,"23.59",27
58,"Profound logistical capacity","Ray Walsh","Romance",1995,"34.54",14
59,"Distributed directional adapter","Sarah Smith","Mystery",2012,"26.00",41
60,"Robust eco-centric capacity","Brian Haney","Biography",1990,"35.14",0
62,"Re-contextualized real-time strategy","Nicole Lynch","Fiction",1953,"26.34",23
63,"Polarized heuristic database","Franklin Mack","Fiction",1989,"22.38",56
64,"Polarized hybrid emulation","Christopher Washington","Science Fiction",1963,"24.10",86
65,"Total explicit open architecture","Zachary Williams","Science Fiction",1982,"22.70",7
66,"Synergized bandwidth-monitored workforce","Amy Marks","Fantasy",1961,"28.29",93
67,"Grass-roots zero tolerance archive","Michelle Taylor","Biography",1966,"10.23",25
69,"Cloned impactful solution","Nichole Smith","Fantasy",1961,"8.79",50
70,"Customer-focused context-sensitive process improvement","Mary Warren","Science Fiction",2021,"23.45",19
72,"Networked contextually-based throughput","Andrea Eaton","Fantasy",1959,"46.54",65
74,"Automated scalable installation","Mitchell Hess","Biography",1986,"45.12",83
76,"Innovative directional matrix","David Castaneda","Romance",2009,"41.33",9
78,"Synergized mobile architecture","Gregory Perez","Romance",1988,"13.07",86
80,"Compatible 24/7 forecast","Michael Anderson","Science Fiction",1985,"34.84",19
81,"Team-oriented logistical analyzer","Scott Gentry","Science Fiction",2010,"44.19",13
82,"Optimized multi-state capacity","Sean Griffin","Non-Fiction",2001,"45.70",38
83,"Sharable regional product","Michael Walker","Biography",2022,"8.94",92
84,"Stand-alone 24hour interface","James Ortiz","Romance",1980,"44.59",20
87,"Decentralized actuating analyzer","Robert Johnson","Fantasy",1986,"34.84",98
88,"Robust tangible hardware","Paul Miles","Non-Fiction",1999,"40.22",32
89,"Mandatory exuding monitoring","Vincent Miles","Romance",1959,"14.72",16
90,"Business-focused eco-centric help-desk","Sarah Miller","Science Fiction",1965,"16.56",10
93,"Object-based multimedia algorithm","Frank Aguilar","Non-Fiction",2009,"17.43",37
94,"Open-source 5thgeneration alliance","Laurie Allen","Science Fiction",2001,"16.86",75
95,"Function-based heuristic analyzer","Craig Smith","Biography",1990,"49.53",11
97,"Open-architected stable solution","Chad Nichols","Science Fiction",2017,"45.74",70
98,"Digitized encompassing definition","Thomas Gonzales","Fantasy",1996,"46.71",83
99,"Optimized heuristic challenge","Tracy Hendrix","Science Fiction",1962,"46.93",26
102,"Ergonomic stable open architecture","Robin Brown","Romance",1955,"40.22",31
105,"Expanded explicit neural-net","Melissa Tucker","Romance",2005,"30.02",4
106,"Cross-group zero administration utilization","Mary Barnett","Mystery",1988,"29.58",80
107,"Front-line client-driven projection","Amy Andrews","Science Fiction",1996,"19.85",44
109,"Operative foreground project","Valerie Mcfarland","Fantasy",1970,"8.54",60
112,"Distributed secondary software","Erik Reynolds","Romance",1969,"8.02",21
114,"Open-architected scalable knowledge user","Mitchell Larson","Mystery",2016,"7.28",2
115,"Upgradable interactive emulation","Christopher Ross","Biography",2021,"28.12",37
117,"Self-enabling contextually-based frame","Lori Taylor","Science Fiction",1966,"14.87",20
118,"Profound didactic leverage","Andrew Murphy","Fantasy",2017,"5.52",22
119,"Switchable modular moratorium","Tonya Saunders","Romance",2010,"49.88",76
120,"Integrated secondary access","Sheena Harris","Non-Fiction",1984,"48.03",93
121,"Switchable needs-based strategy","Richard Fisher","Biography",1957,"42.47",38
122,"Profound leadingedge capability","Mary French","Mystery",1992,"30.75",17
124,"Seamless demand-driven focus group","Matthew Fuentes","Mystery",1968,"27.10",11
125,"Public-key analyzing Graphic Interface","Abigail Madden","Fiction",1990,"32.41",16
127,"Business-focused real-time benchmark","David Nelson","Science Fiction",1997,"11.66",0
129,"Decentralized multi-tasking data-warehouse","Dr. Kelly Armstrong","Romance",1959,"40.74",29
130,"Realigned context-sensitive pricing structure","Jason Rodriguez","Fiction",2004,"6.64",90
134,"Polarized bandwidth-monitored throughput","Linda Newman","Fiction",1955,"35.72",49
135,"Customizable bi-directional focus group","Kristin Farley","Mystery",2001,"15.13",83
136,"Stand-alone intangible installation","Morgan Mata","Romance",2012,"9.89",84
138,"Profound zero-defect knowledgebase","Carolyn Garcia","Fantasy",1978,"24.77",8
140,"Assimilated asymmetric Local Area Network","Timothy Williams","Biography",2003,"31.49",6
143,"Networked multimedia support","Nancy Goodman","Fiction",2012,"43.65",50
147,"Innovative empowering concept","Brad Vasquez","Science Fiction",1964,"45.20",74
149,"Expanded explicit solution","Tonya Robertson","Biography",1957,"17.09",73
150,"Phased logistical open system","Jenna Henderson","Biography",1952,"31.95",32
151,"Innovative real-time neural-net","David Miller","Non-Fiction",1998,"33.87",38
152,"Advanced dynamic complexity","Elizabeth Ayala","Fantasy",1983,"46.77",84
156,"Synergistic grid-enabled website","Brandon Black","Fiction",1953,"31.68",34
157,"Advanced didactic time-frame","Thomas Trujillo","Biography",2005,"19.17",57
159,"Proactive 5thgeneration middleware","Brandon Foster","Biography",1999,"36.21",49
161,"Focused high-level strategy","Stephanie Sloan","Fantasy",1963,"21.60",11
162,"Centralized maximized database","Tracy Pace","Mystery",1981,"48.84",64
164,"Expanded scalable time-frame","Ashley Mason","Non-Fiction",2013,"41.83",4
166,"Customizable discrete Graphical User Interface","Rebecca Alexander","Romance",1951,"11.02",56
167,"User-friendly radical standardization","Leon Davis","Science Fiction",1954,"36.02",55
168,"Vision-oriented radical capability","Tracy Parker","Mystery",2018,"14.13",61
169,"Networked tertiary approach","Margaret Moore","Biography",1963,"23.57",45
171,"Integrated hybrid collaboration","Sarah Vincent","Science Fiction",2004,"32.15",99
172,"Centralized homogeneous open system","Dennis Smith","Biography",1977,"36.82",97
174,"Pre-emptive executive knowledge user","Rebecca Mann","Mystery",1951,"37.83",18
178,"Organized even-keeled conglomeration","Christopher Ray","Science Fiction",1970,"27.89",31
179,"Innovative didactic capacity","Matthew Vazquez","Science Fiction",2009,"48.21",66
180,"Front-line discrete complexity","David Rodriguez","Science Fiction",2001,"25.09",14
181,"Balanced object-oriented Graphic Interface","Dylan Christensen","Romance",1987,"38.73",85
182,"Reduced bottom-line forecast","Virginia Butler","Mystery",2014,"23.76",9
183,"Total exuding project","Richard Curtis","Mystery",2001,"15.40",6
184,"Enterprise-wide solution-oriented challenge","Megan Jones","Fantasy",1978,"5.25",22
187,"Total well-modulated groupware","Kenneth Phillips","Fiction",1989,"22.98",7
188,"Switchable value-added conglomeration","Clinton Mcintyre MD","Science Fiction",2014,"20.14",73
189,"Grass-roots eco-centric task-force","Brandon Munoz","Mystery",1989,"13.65",88
190,"Cross-platform even-keeled focus group","Andrew Parker","Science Fiction",2016,"38.36",4
193,"Customer-focused tertiary methodology","Justin Garcia","Fantasy",1954,"29.54",100
194,"Digitized content-based time-frame","Deborah White","Science Fiction",1982,"33.88",64
195,"Sharable tangible collaboration","Christian Ward","Biography",2021,"11.63",20
197,"Organized content-based core","Brandon Martin","Mystery",1980,"43.03",9
202,"Balanced optimal open architecture","Lindsey Johnson","Mystery",1964,"12.26",32
203,"Self-enabling mobile software","Stephanie Frost","Non-Fiction",2003,"27.22",52
205,"De-engineered attitude-oriented software","Anthony Martin","Fantasy",1990,"5.83",8
206,"Digitized executive flexibility","Lisa Lopez","Non-Fiction",1960,"38.01",84
209,"Distributed modular capability","Nicole Berger","Mystery",1979,"48.67",63
210,"Centralized 6thgeneration model","Yolanda Mclean","Science Fiction",1971,"40.93",51
214,"Fundamental methodical open architecture","Jeffery Green","Fiction",2005,"18.16",47
216,"Down-sized mobile extranet","Mary Carter","Mystery",2019,"24.63",92
217,"Open-source 3rdgeneration secured line","Christina Terrell","Non-Fiction",2019,"35.38",98
219,"Reactive bandwidth-monitored architecture","Michele Williams","Mystery",1961,"20.90",32
221,"Re-engineered solution-oriented extranet","Robert Castaneda","Biography",1988,"24.81",2
224,"Multi-channeled coherent protocol","Joseph Jensen","Non-Fiction",2007,"42.15",80
225,"Synergized foreground website","Carrie Ware","Biography",1976,"36.04",26
228,"Managed object-oriented hardware","Ashley Gonzalez","Romance",1975,"30.75",5
229,"Managed hybrid array","Charles Smith","Romance",1965,"20.46",78
230,"Optional cohesive methodology","Jerome Lee","Science Fiction",1977,"6.10",59
231,"Polarized maximized challenge","Steven Davis","Non-Fiction",1986,"9.37",84
233,"Team-oriented client-driven adapter","Adrian Avery","Mystery",2011,"10.39",47
234,"Total reciprocal monitoring","Reginald Chavez","Science Fiction",2006,"7.15",9
235,"Organized secondary protocol","Andrew Brown","Fantasy",1957,"15.66",19
238,"Optimized even-keeled analyzer","Sherri Griffith","Fantasy",1975,"48.97",72
240,"Stand-alone content-based hub","Lisa Ellis","Fantasy",1957,"49.90",41
241,"Up-sized fault-tolerant hub","Taylor Wang","Fantasy",2015,"14.06",38
242,"Business-focused responsive parallelism","Amy Reyes","Mystery",1954,"33.79",38
243,"Automated systemic toolset","Tiffany Conley","Fantasy",1953,"8.87",65
244,"Managed radical superstructure","David Hoover","Science Fiction",1968,"7.37",88
245,"Automated client-driven open architecture","Jose Brown","Non-Fiction",2000,"16.06",18
248,"Cross-group responsive protocol","Cathy Knight","Science Fiction",2021,"46.99",68
253,"Horizontal didactic structure","Robert Rodriguez","Fiction",1961,"11.66",21
256,"Digitized multi-state circuit","Sarah Walker","Biography",1981,"36.86",77
259,"Pre-emptive incremental secured line","Jason Perez","Science Fiction",1994,"14.48",1
261,"Intuitive content-based toolset","Christopher Fuentes","Science Fiction",1964,"14.25",52
262,"Team-oriented content-based adapter","Dr. Kimberly Stevenson DVM","Biography",1979,"21.02",86
263,"Right-sized bifurcated definition","Kayla Wilkinson","Fiction",1965,"9.79",3
264,"De-engineered local interface","Wayne Hall","Biography",2015,"20.51",47
268,"Monitored 5thgeneration challenge","Billy Aguilar","Biography",1960,"8.10",62
269,"Decentralized disintermediate Internet solution","Jerry Fisher","Romance",1963,"33.08",42
271,"Intuitive intangible circuit","Robin Mejia","Science Fiction",1974,"22.08",82
272,"Intuitive 4thgeneration intranet","Daniel Gillespie","Mystery",1959,"5.16",79
275,"Team-oriented dedicated attitude","Jeffrey Richardson","Biography",2006,"25.83",91
279,"Upgradable radical adapter","Elizabeth Wilson","Non-Fiction",2008,"30.50",28
280,"Balanced next generation forecast","Aaron Rangel","Non-Fiction",1977,"16.78",97
282,"Configurable local emulation","Russell Castillo","Biography",2016,"38.19",3
287,"Exclusive encompassing pricing structure","Cynthia Diaz","Science Fiction",1994,"40.19",32
289,"Inverse asynchronous superstructure","Lacey Lang","Mystery",1959,"20.12",66
290,"Expanded analyzing forecast","Holly Golden","Mystery",1988,"43.81",31
291,"Compatible impactful interface","Rachael Kelley","Biography",1957,"7.77",13
292,"Fully-configurable mission-critical artificial intelligence","Rachel Adkins","Mystery",2017,"26.94",2
293,"Secured object-oriented secured line","Megan Kennedy","Fantasy",1955,"17.93",58
294,"Pre-emptive clear-thinking workforce","Craig Sanchez","Mystery",1964,"42.53",29
295,"Persistent disintermediate artificial intelligence","Todd Davis","Non-Fiction",1977,"28.66",65
297,"Advanced well-modulated architecture","Chad Craig","Fiction",2016,"35.65",2
298,"Assimilated composite archive","Mark Gibson","Fiction",1957,"46.66",62
300,"Integrated fresh-thinking toolset","Joseph Jensen","Non-Fiction",1962,"26.87",77
301,"Polarized high-level installation","John Davidson","Fantasy",1975,"21.66",77
302,"Ergonomic leadingedge portal","James Curtis","Fiction",1981,"28.67",92
303,"Open-source background extranet","Meredith Miller","Romance",1968,"6.57",77
305,"Down-sized bandwidth-monitored open system","Susan Robbins","Fantasy",1999,"31.66",27
306,"Phased didactic product","Elizabeth Koch","Biography",1988,"43.92",56
308,"Expanded maximized collaboration","Amanda Moore","Romance",2009,"20.75",35
310,"Reduced well-modulated database","Raymond Nicholson","Non-Fiction",2021,"47.92",40
313,"Profound client-driven paradigm","Nicole Olson","Non-Fiction",1997,"47.16",53
315,"Virtual exuding Internet solution","Anne George","Fiction",2012,"42.90",40
316,"Multi-tiered client-server methodology","Rebecca Chavez","Fantasy",1992,"8.81",74
317,"Upgradable client-driven ability","Patricia Kennedy","Science Fiction",1961,"29.20",13
319,"Distributed disintermediate groupware","Michael Mckenzie","Fantasy",1964,"42.61",50
323,"Balanced dynamic project","Kelly Hopkins","Biography",1976,"35.83",2
324,"Diverse dynamic contingency","James Duran","Fiction",1993,"46.08",23
325,"Proactive secondary help-desk","William Drake","Romance",1981,"40.40",50
327,"Implemented zero-defect product","Kim Lee","Fiction",1984,"21.40",29
329,"Multi-tiered dedicated encryption","Jacob Fischer","Fiction",1973,"38.49",27
330,"Assimilated user-facing approach","Roy Wolf","Biography",1990,"32.02",25
332,"Quality-focused mobile migration","Tanya Brandt","Biography",1968,"49.08",17
333,"Advanced responsive extranet","Mark Chavez DDS","Fantasy",1959,"27.76",29
336,"Organized high-level algorithm","Grace Waller","Fantasy",2006,"24.08",26
339,"Centralized uniform extranet","Steven Mcdonald","Romance",2014,"43.51",68
342,"Digitized regional monitoring","Kenneth Finley","Fiction",1969,"17.11",84
343,"De-engineered grid-enabled secured line","Marissa Smith","Mystery",2006,"43.03",86
344,"Optimized holistic approach","Brittney Brown","Romance",1990,"39.63",27
346,"Object-based asynchronous moratorium","Jennifer Oliver","Fantasy",1965,"9.97",23
349,"Monitored interactive focus group","Thomas Chung","Non-Fiction",2013,"44.36",51
350,"Exclusive 24hour groupware","Brian Baker","Romance",2008,"31.67",49
351,"Decentralized demand-driven middleware","Carmen Johnson","Fantasy",1972,"34.98",42
353,"Public-key intangible frame","Katherine Fry","Romance",1984,"46.97",41
355,"Reduced systematic forecast","Christine Martin","Romance",1987,"8.10",34
356,"Front-line modular moratorium","Timothy Williams","Biography",1957,"25.65",44
357,"Intuitive value-added product","Hunter Odom","Non-Fiction",1983,"11.85",27
358,"Right-sized intangible infrastructure","Stephanie Clayton","Biography",1962,"7.18",29
359,"Secured maximized time-frame","Megan Burton","Romance",1970,"28.19",99
360,"Profound tertiary encoding","Jennifer Jones","Non-Fiction",2020,"49.34",73
361,"Optional object-oriented pricing structure","Jenna Johnson","Romance",1957,"39.75",71
365,"Synchronized impactful synergy","Megan Gutierrez","Science Fiction",1955,"10.64",99
369,"Diverse responsive focus group","Ashley Chavez","Biography",1966,"22.65",100
370,"Synergistic user-facing frame","David Olson","Non-Fiction",1977,"43.91",97
371,"Multi-tiered methodical paradigm","Vicki Vance","Non-Fiction",1959,"17.40",43
374,"Operative non-volatile parallelism","Wendy Walker","Science Fiction",1987,"24.26",72
375,"Fully-configurable disintermediate solution","Cynthia Jones","Mystery",1993,"34.15",55
376,"Mandatory full-range middleware","Debra Horn","Romance",1997,"29.26",76
377,"Realigned 6thgeneration infrastructure","Jennifer Hughes","Mystery",2007,"39.79",55
380,"Universal fault-tolerant array","Michael Johnson","Science Fiction",1984,"13.17",78
381,"Total foreground alliance","Anthony Wilson","Non-Fiction",1977,"10.60",14
382,"Implemented background approach","Megan King","Romance",2012,"33.19",27
385,"Right-sized holistic productivity","Geoffrey Burnett","Fantasy",1962,"27.25",65
387,"Grass-roots disintermediate analyzer","Amber Davis","Non-Fiction",1979,"47.42",6
391,"Face-to-face 6thgeneration attitude","Erica Olson","Romance",2009,"33.42",35
392,"Horizontal hybrid emulation","Jeanne Brown","Fantasy",1963,"35.52",86
393,"Triple-buffered multimedia access","Nathan Ashley","Fantasy",1987,"44.00",44
394,"Integrated well-modulated Graphic Interface","Karen Reese","Fantasy",1994,"27.15",59
396,"Assimilated local complexity","Paul Smith","Mystery",1967,"22.34",97
397,"Object-based secondary emulation","Angela Richard","Science Fiction",1969,"28.15",50
398,"Programmable context-sensitive forecast","Evelyn Cox","Mystery",1998,"33.41",50
399,"Distributed regional collaboration","Juan Reynolds","Biography",2007,"14.34",25
401,"Managed eco-centric hierarchy","Debbie Lopez","Mystery",1997,"31.72",37
402,"Streamlined multimedia capability","Anthony Vaughn","Mystery",1982,"21.38",24
406,"De-engineered methodical capacity","James Gonzalez","Fiction",2006,"35.79",50
410,"Team-oriented tangible ability","Veronica Hebert","Science Fiction",2005,"44.33",42
411,"Profit-focused solution-oriented open system","Aaron Hall Jr.","Romance",2012,"15.03",83
413,"Cross-platform grid-enabled capacity","Kimberly James","Fantasy",1997,"10.35",89
414,"Organized directional Internet solution","Amanda Carrillo","Fiction",1999,"22.55",93
415,"Enhanced next generation standardization","Anthony Nguyen","Fantasy",1976,"29.51",18
416,"Expanded maximized portal","Tina Stevenson","Science Fiction",2018,"49.10",96
419,"Enterprise-wide multimedia initiative","Theresa Rice","Non-Fiction",1981,"9.28",25
425,"Synergized analyzing solution","Tammy Cervantes","Non-Fiction",1990,"24.23",45
426,"Triple-buffered upward-trending artificial intelligence","John Shannon","Biography",2021,"32.82",98
427,"Ergonomic zero-defect software","Denise Mclaughlin","Fantasy",1965,"18.00",46
428,"Innovative asymmetric utilization","Darryl Price","Romance",1966,"22.73",66
429,"Cross-platform 24hour artificial intelligence","Dawn Coleman","Romance",2002,"42.58",95
431,"Synergized fresh-thinking monitoring","Christopher Dixon","Romance",1965,"19.48",31
432,"Horizontal disintermediate alliance","Rodney Ward","Non-Fiction",1951,"8.84",55
437,"Customizable directional matrices","Alyssa Lopez","Fiction",1960,"44.29",7
439,"Monitored eco-centric framework","Kelly Rodriguez","Fiction",1970,"16.00",94
440,"Ergonomic disintermediate project","Jill Padilla","Non-Fiction",2000,"27.42",68
441,"Streamlined 6thgeneration collaboration","Susan Reeves","Science Fiction",2013,"40.72",65
442,"Enhanced grid-enabled budgetary management","Betty Cross","Non-Fiction",1993,"48.48",93
443,"Down-sized radical orchestration","Crystal Hall","Non-Fiction",1987,"44.05",89
445,"Advanced reciprocal time-frame","Pamela Crawford","Non-Fiction",2007,"13.61",71
449,"Universal homogeneous adapter","Gina Lopez","Romance",1966,"40.17",1
451,"Re-contextualized logistical throughput","Danielle Alvarez","Romance",2009,"5.63",87
453,"Optional 6thgeneration task-force","Jesse Morgan","Non-Fiction",1996,"48.55",65
455,"Diverse zero tolerance service-desk","Ashley Jackson","Romance",1960,"27.03",55
456,"User-centric composite projection","Jordan West","Romance",1991,"20.11",37
457,"Configurable disintermediate extranet","Melissa Lewis","Mystery",1953,"28.22",2
459,"Customizable optimal infrastructure","Robert Garcia","Mystery",2013,"35.77",45
461,"Cloned cohesive attitude","Daniel Walsh","Science Fiction",1969,"9.60",39
462,"Innovative 3rdgeneration database","Allison Contreras","Fantasy",1988,"49.23",62
464,"Function-based human-resource migration","Lauren Hall","Non-Fiction",1998,"38.54",12
466,"Multi-channeled mission-critical initiative","Michelle Hanson","Fantasy",2015,"37.17",93
467,"Function-based dedicated frame","Larry Hunt","Romance",1979,"13.82",96
468,"Organized upward-trending parallelism","Nicole Davenport","Fantasy",1987,"30.59",83
469,"Automated 5thgeneration customer loyalty","Kimberly Shannon","Fantasy",1967,"23.25",92
473,"Fully-configurable mobile solution","Cathy Stone","Fantasy",1964,"30.26",72
474,"Grass-roots static hub","Ryan Mcintyre","Mystery",2010,"46.84",98
475,"Stand-alone zero administration emulation","Michelle Lyons","Romance",1986,"47.76",100
477,"Distributed cohesive approach","Chris Brown","Romance",2019,"27.71",17
479,"Balanced grid-enabled architecture","Christian Morales","Fiction",2009,"38.27",60
481,"Automated transitional hardware","Nicole Smith","Fiction",1980,"10.55",77
482,"Pre-emptive transitional contingency","Joseph Holt","Science Fiction",1965,"31.96",33
484,"User-centric discrete software","Emma Hudson","Non-Fiction",1991,"37.51",37
486,"Monitored tangible extranet","Lisa Medina","Non-Fiction",2018,"19.13",52
488,"Optimized attitude-oriented synergy","Cory Ross","Non-Fiction",1985,"49.15",64
490,"Progressive client-server infrastructure","Philip Thompson","Non-Fiction",2019,"12.88",40
492,"Implemented next generation open architecture","Marcus Spencer","Science Fiction",1984,"44.07",76
493,"User-centric bi-directional application","Anthony Poole","Science Fiction",1956,"28.08",89
495,"Horizontal background throughput","Billy Lopez","Fiction",1987,"20.31",43
496,"Decentralized radical forecast","James Adams","Science Fiction",1966,"43.75",96
498,"Secured 24/7 neural-net","Heather Marks","Non-Fiction",1975,"10.88",22
